BeVietnamPro-SemiBold,V
Tajawal-ExtraLight,V
0.5117145776748657,-0.5982182621955872
0.45016223192214966,-0.5511575937271118
0.4187203645706177,-0.4978618025779724
0.3149333596229553,-0.2081906646490097
0.1877860128879547,0.1839924454689026
0.10495591163635254,0.427335649728775
0.055734217166900635,0.5158952474594116
0.027014557272195816,0.5384703874588013
0.0022088869009166956,0.5437024235725403
-0.02371961809694767,0.5387800931930542
-0.05039960518479347,0.522402822971344
-0.076673723757267,0.4940957725048065
-0.10123074054718018,0.4531465172767639
-0.12401904165744781,0.39859044551849365
-0.1464618593454361,0.3306238353252411
-0.17032590508460999,0.25185561180114746
-0.1967381238937378,0.16599629819393158
-0.22597356140613556,0.07499637454748154
-0.25769007205963135,-0.020858578383922577
-0.2910557985305786,-0.11894778907299042
-0.3245963752269745,-0.2126072496175766
-0.3556404113769531,-0.29560670256614685
-0.381015419960022,-0.36546289920806885
-0.40051382780075073,-0.42058953642845154
-0.416108638048172,-0.46209338307380676
-0.4289831519126892,-0.4939558207988739
-0.4388481676578522,-0.5172588229179382
-0.4454444944858551,-0.5318658351898193
-0.4485417306423187,-0.5395197868347168
-0.44861072301864624,-0.5429692268371582
