BeVietnamPro-SemiBold,V
Tajawal-ExtraLight,V
0.4486679434776306,-0.52863609790802
0.4128859043121338,-0.4939817786216736
0.39148780703544617,-0.4530595541000366
0.29433974623680115,-0.1834436058998108
0.16562709212303162,0.20299619436264038
0.07795216888189316,0.455767422914505
0.031720951199531555,0.5499017238616943
0.007997590117156506,0.5738756656646729
-0.008700689300894737,0.5758306980133057
-0.024971723556518555,0.5645877122879028
-0.043876197189092636,0.5408121943473816
-0.06570884585380554,0.5038796067237854
-0.08929549157619476,0.45220884680747986
-0.11381926387548447,0.3847481310367584
-0.13989171385765076,0.30337151885032654
-0.16870729625225067,0.21304719150066376
-0.2006244659423828,0.11753562837839127
-0.23504158854484558,0.016663558781147003
-0.27085036039352417,-0.08844678103923798
-0.3059503436088562,-0.18944960832595825
-0.33666878938674927,-0.276271253824234
-0.3604111671447754,-0.3447728157043457
-0.37878596782684326,-0.39572587609291077
-0.39433103799819946,-0.43328264355659485
-0.4070535898208618,-0.4604397416114807
-0.4162667691707611,-0.47799989581108093
-0.4219900369644165,-0.48781830072402954
-0.4241693913936615,-0.4924625754356384
-0.4238099753856659,-0.4942120909690857
-0.42212140560150146,-0.49457958340644836
