BeVietnamPro-SemiBold,V
Tajawal-ExtraLight,V
0.4324018955230713,-0.5096073746681213
0.4023865759372711,-0.47933945059776306
0.3838139474391937,-0.44065603613853455
0.2886216938495636,-0.17612998187541962
0.15985940396785736,0.2080417424440384
0.07099580764770508,0.4628599286079407
0.02545153722167015,0.5586576461791992
0.0035951000172644854,0.5828602313995361
-0.010308967903256416,0.5837715864181519
-0.024041254073381424,0.571027398109436
-0.04114578664302826,0.5456131100654602
-0.062029726803302765,0.5066797137260437
-0.0856809988617897,0.452349454164505
-0.11110388487577438,0.38163042068481445
-0.13853898644447327,0.2969614565372467
-0.1688900887966156,0.20374281704425812
-0.20229275524616241,0.10534150153398514
-0.23797379434108734,0.001162990345619619
-0.2745211720466614,-0.10639022290706635
-0.3092119097709656,-0.20690882205963135
-0.3381120562553406,-0.2903275489807129
-0.35994410514831543,-0.35396111011505127
-0.3774104118347168,-0.40041038393974304
-0.39239785075187683,-0.43414464592933655
-0.4041321873664856,-0.45697736740112305
-0.41234302520751953,-0.47066307067871094
-0.41690921783447266,-0.477783739566803
-0.4181153476238251,-0.48083487153053284
-0.41725417971611023,-0.48173728585243225
-0.41530540585517883,-0.4817078113555908
