BarlowSemiCondensed-Italic,X
jsMath-cmti10,X
0.3031659424304962,0.589966893196106
0.07646781951189041,0.012404379434883595
0.44766825437545776,-0.5173102617263794
0.5474417209625244,-0.5703516006469727
0.43271616101264954,-0.5325748324394226
0.42422422766685486,-0.4904822111129761
0.3497089147567749,-0.3623881936073303
0.20009340345859528,-0.14589591324329376
0.001092295628041029,0.12126308679580688
-0.1819637566804886,0.3756997883319855
-0.28342387080192566,0.5436015129089355
-0.3796299695968628,0.6067156791687012
-0.4467723071575165,0.6246607303619385
-0.36933520436286926,0.5985352993011475
-0.3187206983566284,0.5777068138122559
-0.2693342864513397,0.5186595916748047
-0.15983346104621887,0.34802672266960144
-0.026530234143137932,0.14970368146896362
0.06578053534030914,0.030577408149838448
0.07986293733119965,-0.010668856091797352
0.05857444182038307,-0.040964510291814804
0.025790894404053688,-0.10080137848854065
-0.015456649474799633,-0.19616228342056274
-0.057215191423892975,-0.3125605285167694
-0.08625964820384979,-0.4125644862651825
-0.10738816112279892,-0.4709482789039612
-0.1427375227212906,-0.5020390748977661
-0.19979798793792725,-0.5192860960960388
-0.22575171291828156,-0.5264474749565125
-0.1629575490951538,-0.518851101398468
