BarlowSemiCondensed-Italic,X
jsMath-cmti10,X
0.3472391366958618,0.6032759547233582
0.11905916780233383,0.0060626789927482605
0.5330384969711304,-0.5057846903800964
0.65986168384552,-0.5366014242172241
0.43802496790885925,-0.5196320414543152
0.5108385682106018,-0.48329055309295654
0.40036627650260925,-0.33002784848213196
0.1864352524280548,-0.06178150698542595
-0.0703873485326767,0.26315221190452576
-0.27024275064468384,0.5111943483352661
-0.3759109079837799,0.6082994937896729
-0.4953831136226654,0.619400143623352
-0.45185813307762146,0.6093953847885132
-0.2969728112220764,0.5786826014518738
-0.27743610739707947,0.5862827897071838
-0.3183729350566864,0.5563292503356934
-0.18502922356128693,0.4007626175880432
-0.017791341990232468,0.17982003092765808
0.101779505610466,0.03751097247004509
0.12257856875658035,-0.010471628047525883
0.10013233870267868,-0.04767309129238129
0.06653372943401337,-0.12889070808887482
0.02408776804804802,-0.254922479391098
-0.014278504997491837,-0.39107397198677063
-0.044075243175029755,-0.4808380901813507
-0.1191912293434143,-0.5160109400749207
-0.22963064908981323,-0.5297282338142395
-0.2030903548002243,-0.5211294293403625
-0.03129380941390991,-0.49958330392837524
0.049016550183296204,-0.5248236060142517
