BarlowSemiCondensed-Italic,X
jsMath-cmti10,X
0.3245484530925751,0.5980002284049988
0.09679525345563889,0.009465828537940979
0.48868927359580994,-0.5141116976737976
0.6009243726730347,-0.5526515245437622
0.4257112145423889,-0.5287656784057617
0.4703039228916168,-0.49302420020103455
0.3831351399421692,-0.3584634065628052
0.21165630221366882,-0.12660416960716248
-0.011316639371216297,0.1638418734073639
-0.2128320336341858,0.42660680413246155
-0.30861228704452515,0.5739583969116211
-0.4299149215221405,0.6114451885223389
-0.4651409089565277,0.6184144020080566
-0.3390214443206787,0.581591784954071
-0.29248562455177307,0.5829835534095764
-0.2984408140182495,0.5482808351516724
-0.18273156881332397,0.39098647236824036
-0.03315403684973717,0.17675906419754028
0.07885611057281494,0.038324031978845596
0.1001664474606514,-0.008985873311758041
0.0782305970788002,-0.042047981172800064
0.044659387320280075,-0.11133158951997757
0.0022326428443193436,-0.22073550522327423
-0.039376504719257355,-0.3493993580341339
-0.06572495400905609,-0.4469711184501648
-0.09929399937391281,-0.4966353476047516
-0.17924100160598755,-0.5173484086990356
-0.2410028874874115,-0.5265486836433411
-0.1650570034980774,-0.5130754709243774
-0.036568690091371536,-0.5083940029144287
