BarlowSemiCondensed-Italic,X
jsMath-cmti10,X
0.2824016809463501,0.5785809755325317
0.060797013342380524,0.01508417446166277
0.4139454662799835,-0.5162110328674316
0.49627232551574707,-0.5787327885627747
0.42035213112831116,-0.5357714891433716
0.39056387543678284,-0.4869029223918915
0.3202682435512543,-0.3602411150932312
0.18424092233181,-0.1527172029018402
0.002308304887264967,0.09714358299970627
-0.1636485904455185,0.339154452085495
-0.2676737308502197,0.5158368945121765
-0.3463103771209717,0.5974786281585693
-0.41437748074531555,0.625732421875
-0.3742225170135498,0.6073145866394043
-0.31778684258461,0.5685480833053589
-0.25121018290519714,0.4916503429412842
-0.14751209318637848,0.3172614574432373
-0.026940234005451202,0.13236525654792786
0.05211035907268524,0.024922089651226997
0.06267397850751877,-0.014126966707408428
0.041888054460287094,-0.04337405413389206
0.009184476919472218,-0.09782634675502777
-0.03163542225956917,-0.18543152511119843
-0.07257427275180817,-0.29322105646133423
-0.10320819914340973,-0.39007648825645447
-0.12466131895780563,-0.4531238079071045
-0.14726966619491577,-0.48942509293556213
-0.17876434326171875,-0.5137227177619934
-0.20950213074684143,-0.5283742547035217
-0.20741765201091766,-0.5327402949333191
