BarlowSemiCondensed-Italic,X
jsMath-cmti10,X
0.27217617630958557,0.5722194910049438
0.054396338760852814,0.01622571051120758
0.3995542526245117,-0.5142837166786194
0.47097963094711304,-0.5803874731063843
0.4106768071651459,-0.5368548035621643
0.37686026096343994,-0.4853183627128601
0.30779799818992615,-0.3586108982563019
0.17696808278560638,-0.15432097017765045
0.0018808000022545457,0.08817682415246964
-0.15669092535972595,0.32338976860046387
-0.2600494623184204,0.5019440054893494
-0.33374276757240295,0.5905789136886597
-0.3977302610874176,0.6228399276733398
-0.36900463700294495,0.6071958541870117
-0.31332927942276,0.5632648468017578
-0.2442799061536789,0.48011431097984314
-0.14369729161262512,0.3051050007343292
-0.02859024703502655,0.1257498860359192
0.045162051916122437,0.02258364111185074
0.054252635687589645,-0.016103236004710197
0.03329181298613548,-0.04590163752436638
0.00017418619245290756,-0.09994658082723618
-0.04070824384689331,-0.18634463846683502
-0.08106948435306549,-0.2918127179145813
-0.11154191195964813,-0.38594990968704224
-0.1332876980304718,-0.44905564188957214
-0.1542111337184906,-0.48646998405456543
-0.1794484257698059,-0.5125962495803833
-0.2046876847743988,-0.5297252535820007
-0.21008574962615967,-0.5370696783065796
