BarlowSemiCondensed-Italic,X
jsMath-cmti10,X
0.3359735906124115,0.6007524728775024
0.10789061337709427,0.00819032546132803
0.5097441673278809,-0.5104301571846008
0.6300151348114014,-0.5440938472747803
0.42782601714134216,-0.5249704718589783
0.49168315529823303,-0.48989561200141907
0.3945053517818451,-0.3479228615760803
0.20462381839752197,-0.10104776173830032
-0.03396197408437729,0.20599131286144257
-0.23920711874961853,0.4662838280200958
-0.3344825804233551,0.5921807885169983
-0.4617796242237091,0.6144402623176575
-0.4646449089050293,0.6150109767913818
-0.3186213970184326,0.5771864056587219
-0.2796533703804016,0.5846407413482666
-0.3099730908870697,0.5547494888305664
-0.1876809448003769,0.40110862255096436
-0.029547786340117455,0.18254812061786652
0.08848538994789124,0.03946797549724579
0.11118477582931519,-0.009299486875534058
0.08908392488956451,-0.04408694803714752
0.05548248440027237,-0.118570476770401
0.012808356434106827,-0.23590709269046783
-0.027658209204673767,-0.368919312953949
-0.054180268198251724,-0.4640878140926361
-0.10499720275402069,-0.5069342255592346
-0.20631077885627747,-0.5240761041641235
-0.23672543466091156,-0.5261896252632141
-0.0959242582321167,-0.5032286047935486
0.012416432611644268,-0.5150986909866333
