BarlowSemiCondensed-Italic,X
jsMath-cmti10,X
0.36427590250968933,0.6113569736480713
0.1414278745651245,-0.004436084069311619
0.5942105054855347,-0.49618229269981384
0.7206712961196899,-0.5238991975784302
0.48228251934051514,-0.5039601922035217
0.5394258499145508,-0.45644843578338623
0.3856610953807831,-0.2657787501811981
0.1118042841553688,0.0649966299533844
-0.1798596978187561,0.4101299047470093
-0.34219157695770264,0.5942779779434204
-0.5059477686882019,0.6250826716423035
-0.5480363368988037,0.633441686630249
-0.3905891478061676,0.5928909182548523
-0.2612544596195221,0.6007844805717468
-0.3264983296394348,0.588682234287262
-0.3188914656639099,0.5445636510848999
-0.14999085664749146,0.3661034107208252
0.03575117886066437,0.14943186938762665
0.14005796611309052,0.02686222456395626
0.1462184339761734,-0.013084618374705315
0.1212606281042099,-0.06216716021299362
0.08631855994462967,-0.1697397530078888
0.04648887738585472,-0.31820017099380493
0.012733849696815014,-0.4515979588031769
-0.05117397382855415,-0.5126169323921204
-0.18011152744293213,-0.5317865610122681
-0.22056105732917786,-0.5298057794570923
-0.03927382454276085,-0.4991258680820465
0.06809912621974945,-0.5205533504486084
0.11271101236343384,-0.5433461666107178
