Rancho-Regular,J
Pridi-SemiBold,J
-0.02384917065501213,-0.42633774876594543
0.33135339617729187,-0.42786118388175964
0.16790077090263367,-0.4236425459384918
0.16889312863349915,-0.257205992937088
0.17191892862319946,0.07054419815540314
0.17086702585220337,0.3692864775657654
0.14232014119625092,0.5468878746032715
0.09817686676979065,0.6218507289886475
0.0471765510737896,0.6534069776535034
-0.011945333331823349,0.6688811779022217
-0.08296242356300354,0.6724687814712524
-0.1575678437948227,0.6638218760490417
-0.21808233857154846,0.64328533411026
-0.2604692876338959,0.6169275045394897
-0.28819137811660767,0.5898970365524292
-0.30630621314048767,0.564558744430542
-0.3183412551879883,0.5418682098388672
-0.32589295506477356,0.5223299264907837
-0.3299160301685333,0.5059773921966553
-0.33143872022628784,0.492357075214386
-0.33132246136665344,0.4807356297969818
-0.3301295340061188,0.47041311860084534
-0.32821524143218994,0.460884690284729
-0.32582351565361023,0.45184949040412903
-0.32313913106918335,0.44316691160202026
-0.32031238079071045,0.4348078966140747
-0.3174699544906616,0.42681220173835754
-0.3147179186344147,0.41925355792045593
-0.3121412396430969,0.41221174597740173
-0.30980223417282104,0.4057530164718628
