Gelasio-SemiBoldItalic,V
MavenProVFBeta,V
0.7293947339057922,-0.5609732866287231
0.5039743185043335,-0.5442436933517456
0.593096137046814,-0.5211827754974365
0.5037500858306885,-0.33507978916168213
0.3406270444393158,-0.04066116735339165
0.18725158274173737,0.25686725974082947
0.07152412831783295,0.446897029876709
-0.0070691402070224285,0.5410767793655396
-0.0630803033709526,0.5749157667160034
-0.0997607484459877,0.5755208134651184
-0.12094639241695404,0.5566271543502808
-0.1358632594347,0.5246115922927856
-0.1510162651538849,0.47870564460754395
-0.16754856705665588,0.41357746720314026
-0.18653464317321777,0.31917521357536316
-0.2110045850276947,0.1812528520822525
-0.2426469773054123,-0.005148879252374172
-0.2775498628616333,-0.2114172875881195
-0.31161385774612427,-0.3823934495449066
-0.3504594564437866,-0.4817291498184204
-0.4017242193222046,-0.5270746946334839
-0.4507429003715515,-0.547199010848999
-0.4733707308769226,-0.5539441108703613
-0.4629526734352112,-0.5482803583145142
-0.418052613735199,-0.5361634492874146
-0.35351234674453735,-0.5295711159706116
-0.30157214403152466,-0.5316888689994812
-0.26213887333869934,-0.5387400388717651
-0.2283100187778473,-0.5470638275146484
-0.197434201836586,-0.5548505783081055
