IMFeFCrm28P,U
Hubballi-Regular,U
0.24098163843154907,-0.4562227725982666
0.40397462248802185,-0.45397576689720154
0.33455410599708557,-0.4379611611366272
0.35092616081237793,-0.30074581503868103
0.3569627106189728,-0.038211241364479065
0.358031302690506,0.1951349526643753
0.3444763123989105,0.3456249535083771
0.30752259492874146,0.444896399974823
0.25250425934791565,0.5054917335510254
0.18384882807731628,0.542617678642273
0.09551036357879639,0.5689048767089844
-0.01781948283314705,0.5829951763153076
-0.13885071873664856,0.5723750591278076
-0.23687274754047394,0.5275725722312927
-0.3063041567802429,0.45578527450561523
-0.3486354649066925,0.3622494041919708
-0.368455171585083,0.22984060645103455
-0.3754096031188965,0.04364299029111862
-0.3778449296951294,-0.15746520459651947
-0.38110268115997314,-0.31590571999549866
-0.38500601053237915,-0.39770692586898804
-0.3991338014602661,-0.43238192796707153
-0.4269709885120392,-0.4519166052341461
-0.4519672989845276,-0.46369731426239014
-0.4588679373264313,-0.4672841727733612
-0.45034119486808777,-0.4642989933490753
-0.431179940700531,-0.45608794689178467
-0.3947563171386719,-0.44844526052474976
-0.35308733582496643,-0.4468739926815033
-0.31948772072792053,-0.45063140988349915
