IMFeFCrm28P,U
Hubballi-Regular,U
0.33538997173309326,-0.30826810002326965
0.36553239822387695,-0.3098144233226776
0.35277941823005676,-0.250329852104187
0.3590058386325836,-0.038242120295763016
0.35996347665786743,0.1909799724817276
0.34764647483825684,0.3489866256713867
0.31435713171958923,0.45203539729118347
0.2636817395687103,0.5199505090713501
0.2024296224117279,0.5609261989593506
0.12848030030727386,0.5892497301101685
0.03610702231526375,0.6070952415466309
-0.07107889652252197,0.6069399118423462
-0.16928689181804657,0.5794003009796143
-0.24826833605766296,0.5285118222236633
-0.30590125918388367,0.46063342690467834
-0.34293410181999207,0.3772621154785156
-0.3615223169326782,0.2663668096065521
-0.3666602075099945,0.12338360399007797
-0.36544111371040344,-0.02544930763542652
-0.3653737008571625,-0.15168875455856323
-0.3662673234939575,-0.23462450504302979
-0.36630532145500183,-0.2769480347633362
-0.36797791719436646,-0.2980179488658905
-0.3732469379901886,-0.3093684911727905
-0.3796255886554718,-0.3141179382801056
-0.38322901725769043,-0.31437888741493225
-0.3830038607120514,-0.3125140964984894
-0.37983769178390503,-0.30989712476730347
-0.3742324411869049,-0.3065531849861145
-0.3647851049900055,-0.3018327057361603
