IMFeFCrm28P,U
Hubballi-Regular,U
0.2680951654911041,-0.4184196889400482
0.39275091886520386,-0.41702619194984436
0.33965349197387695,-0.3936203122138977
0.3535333275794983,-0.23399733006954193
0.35891520977020264,0.030120113864541054
0.3572646379470825,0.24216772615909576
0.33784645795822144,0.3777993321418762
0.2956881523132324,0.4675162434577942
0.23799636960029602,0.5217951536178589
0.16710586845874786,0.5560746788978577
0.07598093897104263,0.5805078744888306
-0.03888146951794624,0.5905709266662598
-0.15379391610622406,0.5725193619728088
-0.24533697962760925,0.5226780772209167
-0.31025904417037964,0.4493407905101776
-0.3496580123901367,0.356306791305542
-0.367938369512558,0.2258058339357376
-0.3737279772758484,0.04857242852449417
-0.37528905272483826,-0.13768798112869263
-0.3778645694255829,-0.28352126479148865
-0.38040462136268616,-0.3608589172363281
-0.38955044746398926,-0.3941303491592407
-0.41002365946769714,-0.41258394718170166
-0.431107759475708,-0.423642098903656
-0.43942421674728394,-0.4273436367511749
-0.43496596813201904,-0.42569470405578613
-0.4226699769496918,-0.4196571409702301
-0.3977050185203552,-0.41155168414115906
-0.3596031963825226,-0.4078434407711029
-0.3250468373298645,-0.40973806381225586
