IMFeFCrm28P,U
Hubballi-Regular,U
0.34996798634529114,-0.2408425211906433
0.36205723881721497,-0.24372653663158417
0.35574036836624146,-0.16659970581531525
0.35846319794654846,0.04833603650331497
0.35642173886299133,0.2525850832462311
0.33963653445243835,0.39039748907089233
0.30250996351242065,0.4822086989879608
0.2503245174884796,0.5426116585731506
0.18886183202266693,0.5793442726135254
0.11622056365013123,0.605036735534668
0.02833102084696293,0.6196670532226562
-0.07126735150814056,0.6176732778549194
-0.16223028302192688,0.5918226838111877
-0.2369834929704666,0.5461798906326294
-0.29327496886253357,0.4858672618865967
-0.3318096995353699,0.41200870275497437
-0.35349178314208984,0.3165566027164459
-0.360784649848938,0.19269856810569763
-0.3586727976799011,0.061078570783138275
-0.3557288646697998,-0.05722644925117493
-0.3555290400981903,-0.14726713299751282
-0.35577961802482605,-0.20146384835243225
-0.3549109995365143,-0.22897371649742126
-0.35416877269744873,-0.24322795867919922
-0.35472261905670166,-0.2500019073486328
-0.3562362790107727,-0.2516341805458069
-0.35745587944984436,-0.2501147985458374
-0.3574702739715576,-0.24711857736110687
-0.35607531666755676,-0.24367225170135498
-0.3533646762371063,-0.24023424088954926
