Fahkwang-Regular,U
Brygada1918-Italic[wght],U
0.4856283366680145,-0.46419191360473633
0.4918389916419983,-0.48484599590301514
0.4862171411514282,-0.4420543611049652
0.48539435863494873,-0.24728867411613464
0.48663610219955444,0.008207488805055618
0.48399466276168823,0.20074187219142914
0.464112788438797,0.3240417540073395
0.4232873320579529,0.4165838956832886
0.3663378357887268,0.49380964040756226
0.29919710755348206,0.548296332359314
0.22351494431495667,0.5853570699691772
0.1390163004398346,0.6094973087310791
0.04106805473566055,0.621087372303009
-0.0806945413351059,0.6186468005180359
-0.21018202602863312,0.5901966094970703
-0.3248460292816162,0.5323696136474609
-0.41027596592903137,0.45315995812416077
-0.462714284658432,0.35669755935668945
-0.4880632758140564,0.22992676496505737
-0.4954993426799774,0.07450603693723679
-0.4949434697628021,-0.08514919877052307
-0.4943968653678894,-0.22734655439853668
-0.4940870404243469,-0.33294597268104553
-0.4916525185108185,-0.4012764096260071
-0.4885617792606354,-0.4431169927120209
-0.4882281720638275,-0.4666672646999359
-0.48840221762657166,-0.47805386781692505
-0.4852635860443115,-0.4826752543449402
-0.47918590903282166,-0.48456069827079773
-0.47202593088150024,-0.48569056391716003
