Fahkwang-Regular,U
Brygada1918-Italic[wght],U
0.3979167640209198,-0.5190429091453552
0.6592653393745422,-0.5208307504653931
0.5146121978759766,-0.5189892649650574
0.5050292611122131,-0.38251927495002747
0.4671817421913147,-0.14574091136455536
0.4358290731906891,0.08616969734430313
0.4055342376232147,0.27205967903137207
0.3533470034599304,0.4186083674430847
0.27588674426078796,0.5201976895332336
0.1759399026632309,0.579083263874054
0.05353035405278206,0.6135338544845581
-0.08073308318853378,0.6204537153244019
-0.19815519452095032,0.5906174182891846
-0.28474077582359314,0.5293444991111755
-0.33868759870529175,0.4419334828853607
-0.36175164580345154,0.3117702305316925
-0.3508679270744324,0.1321762502193451
-0.3195834457874298,-0.092200368642807
-0.2933553457260132,-0.30905672907829285
-0.28780388832092285,-0.4391404390335083
-0.31602615118026733,-0.4937789738178253
-0.3815862536430359,-0.5182437896728516
-0.4360218048095703,-0.5283254981040955
-0.43822646141052246,-0.5250449180603027
-0.39208996295928955,-0.5120043754577637
-0.3122839331626892,-0.5019943118095398
-0.2326493114233017,-0.5032321810722351
-0.17375333607196808,-0.5120901465415955
-0.1291169822216034,-0.5226436853408813
-0.09219088405370712,-0.5317922234535217
