Fahkwang-Regular,U
Brygada1918-Italic[wght],U
0.4772219955921173,-0.48789307475090027
0.5249302387237549,-0.49310919642448425
0.4918767511844635,-0.4621148109436035
0.48724207282066345,-0.28579971194267273
0.4803285598754883,-0.03438762202858925
0.4742487967014313,0.16933906078338623
0.45388633012771606,0.3086739480495453
0.4108944535255432,0.4121548533439636
0.34962034225463867,0.49602746963500977
0.27589350938796997,0.5540299415588379
0.1898610144853592,0.5927932262420654
0.08749431371688843,0.6165882349014282
-0.03960828110575676,0.6244143843650818
-0.1732611358165741,0.6037836074829102
-0.2931157946586609,0.5502864122390747
-0.38454583287239075,0.47139883041381836
-0.4402645230293274,0.37145912647247314
-0.46441006660461426,0.23792821168899536
-0.466164231300354,0.07513919472694397
-0.45898956060409546,-0.10036879032850266
-0.45401129126548767,-0.2626097500324249
-0.4514620006084442,-0.37960943579673767
-0.4516615569591522,-0.44332462549209595
-0.4622700810432434,-0.47509121894836426
-0.4767642319202423,-0.48983410000801086
-0.4807002544403076,-0.4945886731147766
-0.47454026341438293,-0.4950987994670868
-0.4645875096321106,-0.49443647265434265
-0.4533860385417938,-0.49258002638816833
-0.43847689032554626,-0.4883703291416168
