Fahkwang-Regular,U
Brygada1918-Italic[wght],U
0.48336556553840637,-0.4778215289115906
0.5056262612342834,-0.48916658759117126
0.4887302815914154,-0.4521006643772125
0.485838383436203,-0.2676042318344116
0.4834232032299042,-0.015572745352983475
0.47940894961357117,0.1820555031299591
0.45983555912971497,0.312686949968338
0.41906896233558655,0.40931785106658936
0.36150580644607544,0.4898327887058258
0.29300203919410706,0.5470607280731201
0.21486923098564148,0.5856925249099731
0.12664015591144562,0.6104505062103271
0.021239975467324257,0.62224280834198
-0.10602840781211853,0.6169641017913818
-0.23251648247241974,0.5819113254547119
-0.34043994545936584,0.5187840461730957
-0.41740188002586365,0.4351962208747864
-0.46134787797927856,0.3310258686542511
-0.47944071888923645,0.19115424156188965
-0.4807801842689514,0.0303614754229784
-0.4770427346229553,-0.13151396811008453
-0.47503215074539185,-0.27193063497543335
-0.47322142124176025,-0.37157702445983887
-0.47057247161865234,-0.4313506484031677
-0.47172024846076965,-0.4640280306339264
-0.4763866662979126,-0.47997376322746277
-0.47733640670776367,-0.4862646460533142
-0.4728149175643921,-0.48830169439315796
-0.4655787944793701,-0.489077627658844
-0.45746684074401855,-0.4892697036266327
