Fahkwang-Regular,U
Brygada1918-Italic[wght],U
0.4235791563987732,-0.5097354650497437
0.6149895191192627,-0.5089016556739807
0.505470871925354,-0.49888765811920166
0.4973289370536804,-0.34499138593673706
0.4707878828048706,-0.09346482902765274
0.45131534337997437,0.13161568343639374
0.42431584000587463,0.3003493547439575
0.3724963665008545,0.42954620718955994
0.29721343517303467,0.5216658711433411
0.20121508836746216,0.5787267684936523
0.08056413382291794,0.6144526600837708
-0.060292646288871765,0.6250962018966675
-0.1923762708902359,0.5974969863891602
-0.29903313517570496,0.5345053672790527
-0.370328426361084,0.4445715844631195
-0.405062735080719,0.32107222080230713
-0.40556514263153076,0.15368299186229706
-0.3832903802394867,-0.05038135498762131
-0.362532377243042,-0.2630798816680908
-0.3549068570137024,-0.4098479747772217
-0.3713363707065582,-0.4744299650192261
-0.42233994603157043,-0.5013070106506348
-0.4726604223251343,-0.5144169926643372
-0.4843820035457611,-0.5160405039787292
-0.46163874864578247,-0.5096219778060913
-0.4242747128009796,-0.49922603368759155
-0.37018850445747375,-0.490142285823822
-0.3056504428386688,-0.4891151785850525
-0.25144997239112854,-0.4954124391078949
-0.20693905651569366,-0.5048255324363708
