Fahkwang-Regular,U
Brygada1918-Italic[wght],U
0.4041471779346466,-0.5169715881347656
0.6460322141647339,-0.517145037651062
0.5116497874259949,-0.5134660005569458
0.5027076601982117,-0.37217283248901367
0.4683031141757965,-0.12985950708389282
0.44101476669311523,0.10085604339838028
0.41194894909858704,0.28173568844795227
0.35993003845214844,0.4224606156349182
0.28315308690071106,0.5208104252815247
0.18429921567440033,0.5791338682174683
0.062038324773311615,0.6141629219055176
-0.07468409091234207,0.6223384141921997
-0.19719837605953217,0.5929965376853943
-0.290552020072937,0.5307488441467285
-0.35007771849632263,0.4423079192638397
-0.37683477997779846,0.3144560158252716
-0.36948269605636597,0.1393410712480545
-0.3407733142375946,-0.07832944393157959
-0.3158056139945984,-0.2945934236049652
-0.30907055735588074,-0.4301711320877075
-0.33331620693206787,-0.4877397418022156
-0.39437127113342285,-0.5128095149993896
-0.44828000664711,-0.5239298939704895
-0.4549497067928314,-0.5226716995239258
-0.4195839762687683,-0.511991024017334
-0.35683321952819824,-0.49996957182884216
-0.27937063574790955,-0.4970279633998871
-0.21555422246456146,-0.5032752156257629
-0.16698788106441498,-0.5134181380271912
-0.12735304236412048,-0.5233396291732788
