Fahkwang-Regular,U
Brygada1918-Italic[wght],U
0.438292920589447,-0.5050036311149597
0.5963425040245056,-0.5046791434288025
0.5025532841682434,-0.4901118576526642
0.4946610629558563,-0.3289608657360077
0.47247904539108276,-0.07427568733692169
0.456536203622818,0.14667776226997375
0.43037524819374084,0.3087756931781769
0.3787270188331604,0.43239718675613403
0.3044508099555969,0.521582305431366
0.2105085551738739,0.577928900718689
0.09196564555168152,0.6138094663619995
-0.050027959048748016,0.6259801387786865
-0.18652507662773132,0.6002539992332458
-0.29982617497444153,0.5380934476852417
-0.3776285946369171,0.4483588933944702
-0.4171767830848694,0.32794931530952454
-0.42249512672424316,0.16474062204360962
-0.4044940769672394,-0.032878994941711426
-0.38644975423812866,-0.24267825484275818
-0.3790561854839325,-0.3959542512893677
-0.39117100834846497,-0.46580466628074646
-0.4357146918773651,-0.4947148263454437
-0.4832223057746887,-0.509340763092041
-0.49672675132751465,-0.512474536895752
-0.47877806425094604,-0.5077474117279053
-0.44886109232902527,-0.49956953525543213
-0.40890753269195557,-0.48978734016418457
-0.35143986344337463,-0.48520627617836
-0.296722412109375,-0.48830705881118774
-0.25155365467071533,-0.49614375829696655
