ReemKufi-Medium,T
LondrinaSolid-Regular,T
-0.012369680218398571,0.48977601528167725
-0.0021189232356846333,0.521876871585846
-0.007365596480667591,0.49512049555778503
-0.011042317375540733,0.2986615300178528
-0.011226704344153404,-0.05731982737779617
-0.011987392790615559,-0.3647172152996063
-0.011630847118794918,-0.5027836561203003
0.003552250564098358,-0.5337209105491638
0.04449723660945892,-0.540490448474884
0.10213679075241089,-0.5446988940238953
0.16282352805137634,-0.547761082649231
0.215727299451828,-0.5496923923492432
0.2556283175945282,-0.5499441623687744
0.2814179062843323,-0.5486359596252441
0.2901104986667633,-0.549401044845581
0.2652665972709656,-0.5517104268074036
0.18561722338199615,-0.5478800535202026
0.07410814613103867,-0.5431604385375977
-0.03900144621729851,-0.5417904853820801
-0.12949565052986145,-0.5429829359054565
-0.18568064272403717,-0.5446970462799072
-0.21718968451023102,-0.5460199117660522
-0.23636887967586517,-0.5469558238983154
-0.24975813925266266,-0.5477147102355957
-0.2598065137863159,-0.5484100580215454
-0.2674936056137085,-0.5490614175796509
-0.2734018564224243,-0.5496490001678467
-0.2779454290866852,-0.5501338243484497
-0.2814454138278961,-0.5504733920097351
-0.28420040011405945,-0.5506802797317505
