ReemKufi-Medium,T
LondrinaSolid-Regular,T
0.009106693789362907,0.432456374168396
0.009051370434463024,0.4820677936077118
0.002569170668721199,0.43474704027175903
-0.0026777659077197313,0.2173725664615631
-0.006711550056934357,-0.08672542870044708
-0.011695791967213154,-0.31166407465934753
-0.015533797442913055,-0.41836845874786377
-0.011756656691432,-0.45181092619895935
0.007148185279220343,-0.4624859392642975
0.03955436125397682,-0.4690043330192566
0.07868856936693192,-0.47438859939575195
0.11687978357076645,-0.4787600338459015
0.14850078523159027,-0.48159125447273254
0.17073187232017517,-0.4833306670188904
0.18135814368724823,-0.4852907657623291
0.1757916659116745,-0.4855203926563263
0.14827443659305573,-0.4805983901023865
0.09701785445213318,-0.4737710654735565
0.02916540950536728,-0.46974873542785645
-0.03951241075992584,-0.469175785779953
-0.0935714915394783,-0.4705152213573456
-0.1290813833475113,-0.47236311435699463
-0.15132030844688416,-0.47413569688796997
-0.1661190539598465,-0.4757491648197174
-0.17680521309375763,-0.4772314727306366
-0.1848984956741333,-0.47858351469039917
-0.19113945960998535,-0.47977152466773987
-0.1959919035434723,-0.4807394742965698
-0.19984595477581024,-0.48144885897636414
-0.2030673772096634,-0.4819676876068115
