ReemKufi-Medium,T
LondrinaSolid-Regular,T
-0.00985313393175602,0.48363637924194336
-0.0008906086441129446,0.5179913640022278
-0.00618068827316165,0.4900931119918823
-0.010036712512373924,0.2928555905818939
-0.010639791376888752,-0.05767541751265526
-0.011924338527023792,-0.35781189799308777
-0.012156643904745579,-0.494505375623703
0.0014358935877680779,-0.5264570713043213
0.03964401036500931,-0.533611536026001
0.09449722617864609,-0.5380139350891113
0.1530735194683075,-0.5413293242454529
0.20468425750732422,-0.5435774326324463
0.2438470721244812,-0.5441552400588989
0.2691821753978729,-0.5432161092758179
0.2779099941253662,-0.5440834164619446
0.2554645836353302,-0.5459344387054443
0.18223260343074799,-0.5418404340744019
0.0773727223277092,-0.5368909239768982
-0.030725058168172836,-0.5353070497512817
-0.11908818036317825,-0.5363721251487732
-0.1752990484237671,-0.538094162940979
-0.2072775512933731,-0.5395077466964722
-0.22671625018119812,-0.5405571460723877
-0.24017076194286346,-0.5414210557937622
-0.2502083480358124,-0.5422055125236511
-0.25786545872688293,-0.5429306030273438
-0.263740599155426,-0.5435781478881836
-0.26825523376464844,-0.5441102981567383
-0.27173852920532227,-0.5444860458374023
-0.2744959592819214,-0.5447231531143188
