ReemKufi-Medium,T
LondrinaSolid-Regular,T
0.0053289663046598434,0.44531306624412537
0.006486272905021906,0.4917508661746979
0.0005329399718903005,0.4511662423610687
-0.004376528784632683,0.24037529528141022
-0.007540757302194834,-0.07720289379358292
-0.01171933300793171,-0.32325029373168945
-0.014864282682538033,-0.43962180614471436
-0.009041857905685902,-0.4735056757926941
0.014306064695119858,-0.48318174481391907
0.05233624577522278,-0.48902010917663574
0.09675360471010208,-0.49385297298431396
0.1388547271490097,-0.49776551127433777
0.1726793795824051,-0.5000945329666138
0.19557787477970123,-0.5012154579162598
0.20530349016189575,-0.5029140710830688
0.19561202824115753,-0.5031965970993042
0.15789446234703064,-0.49804335832595825
0.09311428666114807,-0.49160441756248474
0.014717488549649715,-0.48837924003601074
-0.059352897107601166,-0.48839104175567627
-0.11419148743152618,-0.48993322253227234
-0.1486864686012268,-0.4917224049568176
-0.1700073480606079,-0.4933375120162964
-0.1843082457780838,-0.4947746992111206
-0.19471868872642517,-0.4960842728614807
-0.2026030719280243,-0.49727314710617065
-0.20865167677402496,-0.49831482768058777
-0.2133178561925888,-0.49916133284568787
-0.21697920560836792,-0.4997759759426117
-0.2199891358613968,-0.5002140998840332
