ReemKufi-Medium,T
LondrinaSolid-Regular,T
0.007396078668534756,0.4388505220413208
0.007768923416733742,0.48692992329597473
0.0015715385088697076,0.44313740730285645
-0.003512479830533266,0.22904662787914276
-0.0071163056418299675,-0.0820750966668129
-0.011715207248926163,-0.3176703155040741
-0.015227250754833221,-0.4292577803134918
-0.010452455841004848,-0.4629392623901367
0.010653882287442684,-0.4730973541736603
0.04588041082024574,-0.47925782203674316
0.0876966044306755,-0.4843601882457733
0.1278962939977646,-0.48850658535957336
0.16065509617328644,-0.4910910725593567
0.18321675062179565,-0.4925263226032257
0.19335205852985382,-0.49435749650001526
0.18570943176746368,-0.49458229541778564
0.1531958281993866,-0.4894880950450897
0.09515146166086197,-0.48283159732818604
0.021903155371546745,-0.47923046350479126
-0.04954242706298828,-0.4789767861366272
-0.10400047153234482,-0.48043355345726013
-0.1389651894569397,-0.48225846886634827
-0.16070494055747986,-0.48395413160324097
-0.17523039877414703,-0.48548009991645813
-0.18576599657535553,-0.4868761897087097
-0.19374647736549377,-0.48814618587493896
-0.19988355040550232,-0.48926016688346863
-0.2046346515417099,-0.4901662766933441
-0.20838388800621033,-0.49082714319229126
-0.211491197347641,-0.4913046956062317
