ReemKufi-Medium,T
LondrinaSolid-Regular,T
-0.004688560031354427,0.47109293937683105
0.0015357460360974073,0.5098310112953186
-0.0038712501991540194,0.4788995683193207
-0.008074373006820679,0.27882295846939087
-0.009509634226560593,-0.06104355677962303
-0.011805727146565914,-0.3451107144355774
-0.013132811523973942,-0.4772363603115082
-0.002464546589180827,-0.5106456279754639
0.03047323413193226,-0.5186029672622681
0.07970623672008514,-0.5234198570251465
0.13383238017559052,-0.5272368788719177
0.18261297047138214,-0.5300905108451843
0.220175102353096,-0.5312952995300293
0.2446279227733612,-0.5310739874839783
0.253488153219223,-0.5322024822235107
0.23554642498493195,-0.5333036780357361
0.17490096390247345,-0.5287004113197327
0.08340641111135483,-0.5232645869255066
-0.014751709066331387,-0.5212125182151794
-0.09860902279615402,-0.5219893455505371
-0.15463338792324066,-0.5236964821815491
-0.1875009983778,-0.5252647399902344
-0.20751123130321503,-0.5265223979949951
-0.22117243707180023,-0.5275874733924866
-0.23126037418842316,-0.5285484194755554
-0.2389201521873474,-0.5294234156608582
-0.24478165805339813,-0.5301950573921204
-0.24928021430969238,-0.5308248996734619
-0.2527622580528259,-0.531274676322937
-0.25554949045181274,-0.5315732955932617
