ReemKufi-Medium,T
LondrinaSolid-Regular,T
-0.0020758144091814756,0.4647136926651001
0.0027487059123814106,0.5055342316627502
-0.0027425442822277546,0.47265905141830444
-0.0071189505979418755,0.2704804837703705
-0.008976000361144543,-0.0640859454870224
-0.011762380599975586,-0.33934471011161804
-0.013592337258160114,-0.4682672917842865
-0.004253076855093241,-0.5020777583122253
0.026171309873461723,-0.5104473829269409
0.07259418070316315,-0.5154896974563599
0.12439138442277908,-0.51955646276474
0.17163248360157013,-0.522695004940033
0.20833005011081696,-0.5241975784301758
0.2323630303144455,-0.5243238806724548
0.2413446009159088,-0.5255966186523438
0.22552533447742462,-0.5264080166816711
0.17092949151992798,-0.5215849876403809
0.08611415326595306,-0.5158963799476624
-0.007120310328900814,-0.5135870575904846
-0.08861834555864334,-0.5142014622688293
-0.144430011510849,-0.5158860087394714
-0.177709698677063,-0.5175197124481201
-0.19802166521549225,-0.5188730359077454
-0.21181564033031464,-0.5200345516204834
-0.22195923328399658,-0.5210830569267273
-0.22964978218078613,-0.5220348238945007
-0.23553189635276794,-0.5228710174560547
-0.24004648625850677,-0.5235520005226135
-0.24354857206344604,-0.5240405201911926
-0.24636830389499664,-0.5243714451789856
