ReemKufi-Medium,T
LondrinaSolid-Regular,T
0.0005078352405689657,0.4582776725292206
0.003974044229835272,0.5010829567909241
-0.0016303868032991886,0.465955525636673
-0.006182569544762373,0.2612409293651581
-0.00846890453249216,-0.06792964041233063
-0.011734845116734505,-0.33388474583625793
-0.014036400243639946,-0.4590485095977783
-0.005941850133240223,-0.49304747581481934
0.022052183747291565,-0.5018375515937805
0.06567288190126419,-0.5071219801902771
0.11507627367973328,-0.5114398002624512
0.16069287061691284,-0.5148496627807617
0.19648104906082153,-0.5166386961936951
0.22011347115039825,-0.5171046853065491
0.22927094995975494,-0.5185229182243347
0.2155156433582306,-0.5191007256507874
0.16676168143749237,-0.5141012668609619
0.08861664682626724,-0.5081573128700256
0.0002917349338531494,-0.5055705904960632
-0.07878810912370682,-0.5060073733329773
-0.13431954383850098,-0.5076584219932556
-0.16799646615982056,-0.5093507766723633
-0.18862110376358032,-0.5107950568199158
-0.2025642991065979,-0.512050449848175
-0.21278062462806702,-0.5131862759590149
-0.22051969170570374,-0.5142159461975098
-0.2264402210712433,-0.5151186585426331
-0.23098798096179962,-0.5158528089523315
-0.23452600836753845,-0.5163814425468445
-0.2373928427696228,-0.5167462825775146
