ShipporiMincho-Bold,F
BioRhyme-Bold,F
0.2337396740913391,-0.12489474564790726
0.23233787715435028,0.14541073143482208
0.22631432116031647,-0.0015453012892976403
0.00763646000996232,0.0027200549375265837
-0.19078001379966736,0.0009755191276781261
-0.2607211768627167,0.009308903478085995
-0.26184773445129395,0.19605205953121185
-0.266404390335083,0.4911445379257202
-0.31008583307266235,0.5656660199165344
-0.4578477442264557,0.5927029848098755
-0.451193243265152,0.5877481698989868
-0.2432837337255478,0.5497293472290039
-0.05379009246826172,0.5953640937805176
-0.0320555716753006,0.5962841510772705
-0.2357759326696396,0.5607527494430542
-0.2657080888748169,0.49535971879959106
-0.2646554410457611,-0.02796287275850773
-0.26190561056137085,-0.5004211664199829
-0.3135349154472351,-0.5458176136016846
-0.4667785167694092,-0.5723440647125244
-0.42794087529182434,-0.5610300302505493
-0.2025812566280365,-0.5396631956100464
-0.07884655892848969,-0.566231369972229
0.006275880616158247,-0.5704313516616821
0.1668396145105362,-0.564128041267395
0.37637314200401306,-0.5586739778518677
0.4791257679462433,-0.5341302156448364
0.5017676949501038,-0.4433903098106384
0.5031677484512329,-0.37153160572052
0.5072507262229919,-0.34287628531455994
