ShipporiMincho-Bold,F
BioRhyme-Bold,F
0.32396385073661804,-0.20026028156280518
0.33675694465637207,0.11688647419214249
0.325191468000412,-0.04197058826684952
0.11219889670610428,-0.040243715047836304
-0.13410289585590363,-0.03942300006747246
-0.25108999013900757,-0.042309075593948364
-0.26101621985435486,0.0788712128996849
-0.2640823423862457,0.4372074007987976
-0.27276772260665894,0.58522629737854
-0.4307289123535156,0.6121159791946411
-0.48147398233413696,0.629464864730835
-0.2938897907733917,0.5819777250289917
-0.07788117974996567,0.6172400116920471
-0.010244322009384632,0.6281272172927856
-0.20186656713485718,0.5962637662887573
-0.265505313873291,0.564399003982544
-0.26144516468048096,0.20187914371490479
-0.2634037137031555,-0.4886358082294464
-0.2760070860385895,-0.6185834407806396
-0.42649465799331665,-0.6439934372901917
-0.4798754155635834,-0.6501160860061646
-0.2558307647705078,-0.6176952123641968
-0.10060296952724457,-0.6407607197761536
-0.013360589742660522,-0.6498932838439941
0.11568831652402878,-0.6478052735328674
0.33150747418403625,-0.6397585272789001
0.47119733691215515,-0.6256154179573059
0.5128048062324524,-0.5448845624923706
0.518546462059021,-0.4519581198692322
0.5222910046577454,-0.40769749879837036
