ShipporiMincho-Bold,F
BioRhyme-Bold,F
0.20191384851932526,-0.10548585653305054
0.19316153228282928,0.15604135394096375
0.18317811191082,0.015595447272062302
-0.031398192048072815,0.02050766535103321
-0.20758703351020813,0.017513105645775795
-0.26306262612342834,0.036389220505952835
-0.26364266872406006,0.24340546131134033
-0.265232115983963,0.4984484910964966
-0.33392998576164246,0.5560161471366882
-0.46319419145584106,0.5842721462249756
-0.4173651933670044,0.5636764764785767
-0.21016480028629303,0.5415835380554199
-0.04197445511817932,0.5857038497924805
-0.05789535865187645,0.5803595781326294
-0.24893774092197418,0.5453780889511108
-0.2661861777305603,0.4469674527645111
-0.2668176591396332,-0.1280594915151596
-0.26274093985557556,-0.48678058385849
-0.3382613956928253,-0.5160030722618103
-0.47903555631637573,-0.5421415567398071
-0.38789400458335876,-0.5192028880119324
-0.17923611402511597,-0.5110283493995667
-0.07099521160125732,-0.5353347659111023
0.017511706799268723,-0.5377848148345947
0.19657103717327118,-0.5308772325515747
0.39499083161354065,-0.5267471075057983
0.47983089089393616,-0.4954620897769928
0.49598953127861023,-0.404659628868103
0.496286541223526,-0.34253233671188354
0.5005162358283997,-0.31936103105545044
