ShipporiMincho-Bold,F
BioRhyme-Bold,F
0.21777766942977905,-0.11386682838201523
0.2125295251607895,0.15052613615989685
0.20479395985603333,0.006839924957603216
-0.012271485291421413,0.011434637941420078
-0.1995304375886917,0.009075701236724854
-0.2618386447429657,0.022367745637893677
-0.2625599503517151,0.2202722281217575
-0.2658405303955078,0.4959098994731903
-0.32145917415618896,0.561113715171814
-0.4608088433742523,0.5887655019760132
-0.4356785714626312,0.5762939453125
-0.22753658890724182,0.5454024076461792
-0.047850579023361206,0.5908766984939575
-0.042613573372364044,0.5888906121253967
-0.24261704087257385,0.5533037185668945
-0.26585453748703003,0.47414568066596985
-0.2657133638858795,-0.07777255028486252
-0.26202940940856934,-0.4949137568473816
-0.32499030232429504,-0.5309599041938782
-0.4731963574886322,-0.5574599504470825
-0.4092048108577728,-0.5406604409217834
-0.19092771410942078,-0.5252048373222351
-0.07487712055444717,-0.5509360432624817
0.011616683565080166,-0.5542325377464294
0.18143752217292786,-0.5475149154663086
0.3860072195529938,-0.5427873134613037
0.47956758737564087,-0.5148406028747559
0.4987633526325226,-0.42364737391471863
0.49957534670829773,-0.35676828026771545
0.5037693977355957,-0.3309970200061798
