ShipporiMincho-Bold,F
BioRhyme-Bold,F
0.24963711202144623,-0.13771386444568634
0.2522270977497101,0.14059844613075256
0.24729354679584503,-0.009428620338439941
0.028034554794430733,-0.005499281454831362
-0.1812528371810913,-0.006690335460007191
-0.2595535218715668,-0.002491979394108057
-0.26143506169319153,0.1715618520975113
-0.26664280891418457,0.4840832054615021
-0.30016422271728516,0.5696722269058228
-0.4542202949523926,0.5963079929351807
-0.4632314443588257,0.5977500677108765
-0.2571427822113037,0.5545428991317749
-0.05950521305203438,0.5992884635925293
-0.02473120391368866,0.6028169989585876
-0.22872675955295563,0.5677235126495361
-0.2656840980052948,0.5123293995857239
-0.26370924711227417,0.02012047916650772
-0.26209619641304016,-0.5032575726509094
-0.30384311079978943,-0.560217022895813
-0.460021048784256,-0.5865757465362549
-0.44340845942497253,-0.5798803567886353
-0.21361951529979706,-0.5541114807128906
-0.08277510106563568,-0.5809320211410522
0.0015523439506068826,-0.5860341787338257
0.15336644649505615,-0.5803121328353882
0.36651331186294556,-0.5741136074066162
0.4783766269683838,-0.552742063999176
0.5047561526298523,-0.46325233578681946
0.506826639175415,-0.3864479660987854
0.5107486248016357,-0.35474488139152527
