ShipporiMincho-Bold,F
BioRhyme-Bold,F
0.1861150711774826,-0.10107287019491196
0.17458927631378174,0.1622195988893509
0.16180063784122467,0.02450903132557869
-0.04959048703312874,0.029744867235422134
-0.21508783102035522,0.02611188031733036
-0.26450538635253906,0.050945691764354706
-0.26512089371681213,0.2647310793399811
-0.26496344804763794,0.49897995591163635
-0.34679296612739563,0.5504087805747986
-0.4650081694126129,0.5789031386375427
-0.3975600004196167,0.5504052639007568
-0.1916259378194809,0.5382387638092041
-0.0367705337703228,0.579821765422821
-0.07943674921989441,0.5704681277275085
-0.2544696033000946,0.5368868708610535
-0.266733855009079,0.41144755482673645
-0.2678654193878174,-0.17752742767333984
-0.26439881324768066,-0.4762780964374542
-0.35328295826911926,-0.5012887120246887
-0.4839355945587158,-0.5265413522720337
-0.3656318187713623,-0.4974363446235657
-0.16834785044193268,-0.49724316596984863
-0.0673605427145958,-0.5197119116783142
0.02386937104165554,-0.5214583873748779
0.21173226833343506,-0.5146186947822571
0.40312594175338745,-0.5108862519264221
0.48006191849708557,-0.4765773117542267
0.4936198592185974,-0.38690516352653503
0.4934599995613098,-0.32912665605545044
0.49764543771743774,-0.3082066774368286
