ShipporiMincho-Bold,F
BioRhyme-Bold,F
0.28050437569618225,-0.16544772684574127
0.2901829481124878,0.13149471580982208
0.2851141095161438,-0.023676756769418716
0.06735032796859741,-0.02042343281209469
-0.1609717160463333,-0.020732352510094643
-0.25666534900665283,-0.02182019129395485
-0.2611384689807892,0.1264880895614624
-0.2659410834312439,0.4651433229446411
-0.2851662337779999,0.5764309167861938
-0.44518840312957764,0.6029372811317444
-0.47724971175193787,0.6134965419769287
-0.27842092514038086,0.5652727484703064
-0.06942519545555115,0.6062891483306885
-0.015923067927360535,0.6141181588172913
-0.21536104381084442,0.5803009271621704
-0.26571768522262573,0.5379062294960022
-0.262287974357605,0.10632417351007462
-0.2627217173576355,-0.5018382668495178
-0.2891635298728943,-0.5865341424942017
-0.4462176561355591,-0.6123734712600708
-0.4649650752544403,-0.6125264763832092
-0.23303553462028503,-0.5817022323608398
-0.09029079973697662,-0.6077079772949219
-0.006061932537704706,-0.6145176887512207
0.13173243403434753,-0.610224187374115
0.34832724928855896,-0.60285484790802
0.47584599256515503,-0.586248517036438
0.5097373127937317,-0.500715970993042
0.5133508443832397,-0.4152452051639557
0.516968309879303,-0.37757861614227295
