ShipporiMincho-Bold,F
BioRhyme-Bold,F
0.2953254282474518,-0.17854546010494232
0.30716416239738464,0.12684330344200134
0.30071964859962463,-0.030180972069501877
0.08432026207447052,-0.027353152632713318
-0.151406928896904,-0.02726893499493599
-0.2549642026424408,-0.02951996400952339
-0.26107823848724365,0.10827211290597916
-0.2652757465839386,0.4555903673171997
-0.28004977107048035,0.5795233249664307
-0.44042667746543884,0.6061224937438965
-0.48022767901420593,0.619598925113678
-0.28538843989372253,0.5708900690078735
-0.0729970782995224,0.609828770160675
-0.013310477137565613,0.6191080808639526
-0.2098672240972519,0.5859537720680237
-0.2656761705875397,0.5477876663208008
-0.2618339955806732,0.14208659529685974
-0.2629784345626831,-0.4987220764160156
-0.28387537598609924,-0.5982111096382141
-0.4395766258239746,-0.623835563659668
-0.47171616554260254,-0.6264007687568665
-0.2412225753068924,-0.5944701433181763
-0.09376198798418045,-0.6196484565734863
-0.00893772579729557,-0.6272413730621338
0.12432102859020233,-0.6237009763717651
0.3411845266819,-0.6159828305244446
0.4743209779262543,-0.6007581353187561
0.5114294290542603,-0.5172041654586792
0.5158258676528931,-0.42848390340805054
0.5193877816200256,-0.3882277011871338
