Amiko-SemiBold,I
RammettoOne-Regular,I
0.009203341789543629,0.49374499917030334
0.010893563739955425,0.5171759128570557
0.011308977380394936,0.444435715675354
0.012728655710816383,0.2197505384683609
0.012443387880921364,-0.051776960492134094
0.010373849421739578,-0.2584374248981476
0.008655382320284843,-0.3766961395740509
0.007181666325777769,-0.4332098066806793
0.006428823806345463,-0.46021774411201477
0.0064610387198626995,-0.4769960343837738
0.0069466233253479,-0.489663302898407
0.007660659961402416,-0.49944061040878296
0.00851029995828867,-0.5069375038146973
0.009411809965968132,-0.5126157999038696
0.010271769016981125,-0.5168425440788269
0.011022248305380344,-0.5199622511863708
0.011630785651504993,-0.5222902297973633
0.012090652249753475,-0.524087131023407
0.012409418821334839,-0.5255494117736816
0.012601092457771301,-0.5268174409866333
0.012681638821959496,-0.5279878973960876
0.012666490860283375,-0.5291264057159424
0.012569443322718143,-0.5302755832672119
0.01240225974470377,-0.5314610004425049
0.012174397706985474,-0.5326939821243286
0.011892957612872124,-0.5339733362197876
0.011561731807887554,-0.535287082195282
0.01118006557226181,-0.5366138219833374
0.01074038166552782,-0.5379245281219482
0.010225250385701656,-0.5391863584518433
