Amiko-SemiBold,I
RammettoOne-Regular,I
0.007675359025597572,0.5039038062095642
0.0125815374776721,0.5258698463439941
0.013938653282821178,0.45194011926651
0.01539287157356739,0.23619075119495392
0.01493538822978735,-0.019805075600743294
0.012620088644325733,-0.21518872678279877
0.010795734822750092,-0.32885944843292236
0.009392543695867062,-0.38448992371559143
0.00860319659113884,-0.41106244921684265
0.00840119831264019,-0.4269661605358124
0.008479798212647438,-0.43890380859375
0.0086359279230237,-0.44837409257888794
0.008824951946735382,-0.45603814721107483
0.009047851897776127,-0.46233269572257996
0.009287704713642597,-0.4674817621707916
0.00952110905200243,-0.47163429856300354
0.00973232090473175,-0.4749443531036377
0.009913158603012562,-0.4775790274143219
0.010059928521513939,-0.47970351576805115
0.010171002708375454,-0.4814648926258087
0.010245784185826778,-0.4829839766025543
0.010283942334353924,-0.48435553908348083
0.010285059921443462,-0.4856507480144501
0.010248399339616299,-0.48692092299461365
0.010172939859330654,-0.4882003962993622
0.010057169944047928,-0.4895089566707611
0.009898743592202663,-0.49085256457328796
0.00969376415014267,-0.4922243058681488
0.00943500455468893,-0.4936058819293976
0.009109419770538807,-0.49496886134147644
