Amiko-SemiBold,I
RammettoOne-Regular,I
0.014889730140566826,0.4424755573272705
0.004049284383654594,0.45992934703826904
-0.0037977290339767933,0.3922099471092224
-0.004033552948385477,0.08103106170892715
-0.004656348377466202,-0.31292691826820374
-0.006274760235100985,-0.5488671064376831
-0.008148802444338799,-0.6301718950271606
-0.006387348752468824,-0.6509323120117188
0.000827666197437793,-0.6626230478286743
0.010540650226175785,-0.67153000831604
0.020487817004323006,-0.6777430772781372
0.02973174676299095,-0.6823511123657227
0.03797876834869385,-0.6862820982933044
0.04509000852704048,-0.689966082572937
0.05094451457262039,-0.6934945583343506
0.05544532462954521,-0.6967997550964355
0.05853154882788658,-0.6997687816619873
0.0601530522108078,-0.7022916078567505
0.06020013988018036,-0.7042568922042847
0.05837765336036682,-0.7055371999740601
0.053984932601451874,-0.7060216665267944
0.04568087309598923,-0.7057729959487915
0.031889624893665314,-0.7052212953567505
0.012638562358915806,-0.7050037384033203
-0.009130984544754028,-0.705467164516449
-0.02956707775592804,-0.7065258026123047
-0.046483155339956284,-0.707914412021637
-0.05959245562553406,-0.7093894481658936
-0.06954442709684372,-0.7107776403427124
-0.07717204093933105,-0.7119742631912231
