Amiko-SemiBold,I
RammettoOne-Regular,I
0.013886538334190845,0.4529327154159546
0.005053607746958733,0.47411563992500305
-0.0006189494743011892,0.4063994586467743
-0.0003156457096338272,0.11750676482915878
-0.0006692874012514949,-0.2507283687591553
-0.0023684485349804163,-0.49227237701416016
-0.004458498675376177,-0.591854453086853
-0.004612607881426811,-0.6218487024307251
-0.0006809876067563891,-0.6354290246963501
0.005588890518993139,-0.6451500058174133
0.012354266829788685,-0.6518271565437317
0.0186348594725132,-0.6564455032348633
0.023985978215932846,-0.6600052118301392
0.028183747082948685,-0.6630567908287048
0.031122654676437378,-0.6658259630203247
0.0328092947602272,-0.668399453163147
0.0333438515663147,-0.6708234548568726
0.03287627547979355,-0.673127293586731
0.03156254440546036,-0.6753207445144653
0.029535016044974327,-0.6773892045021057
0.026881717145442963,-0.6792944073677063
0.02362477034330368,-0.6809766292572021
0.01969066821038723,-0.6823681592941284
0.01488006953150034,-0.6834200620651245
0.008873920887708664,-0.6841479539871216
0.0013513864250853658,-0.6846755743026733
-0.007738478481769562,-0.6852256655693054
-0.017910925671458244,-0.6860283613204956
-0.028215549886226654,-0.6872092485427856
-0.037667371332645416,-0.6887543201446533
