Amiko-SemiBold,I
RammettoOne-Regular,I
0.01155953947454691,0.47363242506980896
0.007633735425770283,0.49770668148994446
0.005509804934263229,0.4275256097316742
0.006696632597595453,0.1761375516653061
0.006596454884856939,-0.13803596794605255
0.00489053875207901,-0.36779963970184326
0.002973174210637808,-0.4872836172580719
0.0013311925576999784,-0.5372974872589111
0.0015015869867056608,-0.5596557855606079
0.0033827165607362986,-0.5738003253936768
0.006120866164565086,-0.5836612582206726
0.009105568751692772,-0.5903092622756958
0.011947177350521088,-0.5947657823562622
0.01438760943710804,-0.5978091359138489
0.016289837658405304,-0.5999516844749451
0.01761886477470398,-0.6015338897705078
0.018407069146633148,-0.6027886867523193
0.018719403073191643,-0.6038744449615479
0.01862983964383602,-0.6048946380615234
0.01820928417146206,-0.605913519859314
0.017521128058433533,-0.6069679260253906
0.01662011817097664,-0.6080739498138428
0.015552058815956116,-0.6092314720153809
0.014353001490235329,-0.6104270219802856
0.013047690503299236,-0.6116369962692261
0.01164646539837122,-0.6128302812576294
0.010141692124307156,-0.6139729022979736
0.008505012840032578,-0.6150352954864502
0.00668687466531992,-0.6160000562667847
0.004622683394700289,-0.61687171459198
