Amiko-SemiBold,I
RammettoOne-Regular,I
0.015686465427279472,0.4319778382778168
0.003003193298354745,0.44373223185539246
-0.007271947804838419,0.3752135634422302
-0.00787131953984499,0.04029172286391258
-0.008620325475931168,-0.374458372592926
-0.010081575252115726,-0.5962247848510742
-0.01150257233530283,-0.658171534538269
-0.006619380787014961,-0.6733814477920532
0.005226063542068005,-0.6844738721847534
0.019895203411579132,-0.6929342150688171
0.03498271107673645,-0.6988674402236938
0.04986177757382393,-0.703406572341919
0.06449367105960846,-0.7073356509208679
0.07874222099781036,-0.7109825611114502
0.09210372716188431,-0.7143808603286743
0.10364559292793274,-0.7173619270324707
0.11208450794219971,-0.7196080088615417
0.11581569164991379,-0.7207130789756775
0.11237352341413498,-0.720380425453186
0.09736931324005127,-0.7189568281173706
0.06679558753967285,-0.7175742983818054
0.024469399824738503,-0.7170301675796509
-0.018622394651174545,-0.7172660231590271
-0.05414353683590889,-0.7179359793663025
-0.08039309084415436,-0.7187886238098145
-0.0992387980222702,-0.7196991443634033
-0.11293529719114304,-0.7205929756164551
-0.12310836464166641,-0.7214115858078003
-0.13081949949264526,-0.72211754322052
-0.13677920401096344,-0.7226969003677368
