Amiko-SemiBold,I
RammettoOne-Regular,I
0.016202235594391823,0.4213385581970215
0.0016749895876273513,0.4252912998199463
-0.011264622211456299,0.35551154613494873
-0.011843918822705746,-0.003642826108261943
-0.012337754480540752,-0.4320226311683655
-0.013688530772924423,-0.6332913637161255
-0.014058130793273449,-0.6782321929931641
-0.004482075572013855,-0.6909613013267517
0.013713219203054905,-0.7017490863800049
0.0354943685233593,-0.7096495628356934
0.0586375929415226,-0.7150876522064209
0.08281134068965912,-0.7191206216812134
0.10772480815649033,-0.7223479747772217
0.13227668404579163,-0.7250304818153381
0.15444061160087585,-0.7272548079490662
0.17134477198123932,-0.7288340330123901
0.1786361038684845,-0.7291179895401001
0.16826897859573364,-0.727670431137085
0.12927909195423126,-0.7255055904388428
0.061858415603637695,-0.7239682078361511
-0.013797182589769363,-0.7234497666358948
-0.07476580142974854,-0.7237485647201538
-0.11507675051689148,-0.7244925498962402
-0.1404242366552353,-0.7254681587219238
-0.1569749414920807,-0.7265619039535522
-0.16835364699363708,-0.7276469469070435
-0.17647069692611694,-0.7286208868026733
-0.18243256211280823,-0.7294365763664246
-0.18694424629211426,-0.7300835847854614
-0.19047042727470398,-0.7305635213851929
