Amiko-SemiBold,I
RammettoOne-Regular,I
0.016784897074103355,0.3993540108203888
-0.003012120956555009,0.3818185329437256
-0.021503996104002,0.3085663318634033
-0.019948316738009453,-0.09659010171890259
-0.018299827352166176,-0.5278311967849731
-0.019288958981633186,-0.6806841492652893
-0.013681025244295597,-0.7039911150932312
0.010226334445178509,-0.7154281735420227
0.046228911727666855,-0.7249133586883545
0.08817671239376068,-0.7311028242111206
0.133215069770813,-0.7348657846450806
0.1785784810781479,-0.7367260456085205
0.22100737690925598,-0.7368655800819397
0.25772881507873535,-0.7355422377586365
0.28503841161727905,-0.7335073351860046
0.2899967432022095,-0.7323840856552124
0.2409089356660843,-0.7316921949386597
0.12247432768344879,-0.7304897308349609
-0.026247097179293633,-0.7297274470329285
-0.13966159522533417,-0.7303416132926941
-0.1998463124036789,-0.7316049933433533
-0.22911123931407928,-0.7329087257385254
-0.24495378136634827,-0.7342736721038818
-0.2548521161079407,-0.7356104850769043
-0.2615564167499542,-0.7367954254150391
-0.2662932276725769,-0.7377732396125793
-0.26978859305381775,-0.738535463809967
-0.2725144326686859,-0.7390867471694946
-0.27479588985443115,-0.7394415140151978
-0.27686676383018494,-0.7396421432495117
