Neuton-ExtraBold,O
RedHatMono-Italic[wght],O
0.08369804918766022,-0.49619486927986145
0.08639980852603912,-0.5007598400115967
0.14881883561611176,-0.4913620352745056
0.22252114117145538,-0.46689167618751526
0.2860262393951416,-0.42450520396232605
0.34152987599372864,-0.3574847877025604
0.389098197221756,-0.2588824927806854
0.41915667057037354,-0.13791772723197937
0.42409664392471313,-0.0029021829832345247
0.40616312623023987,0.138936847448349
0.3712799549102783,0.26899296045303345
0.32067811489105225,0.3832375407218933
0.25260937213897705,0.4818410873413086
0.1650475561618805,0.5552785396575928
0.057379674166440964,0.5987507104873657
-0.053552065044641495,0.6118308305740356
-0.15573157370090485,0.5879771709442139
-0.24693304300308228,0.5289700627326965
-0.31738415360450745,0.4363722801208496
-0.3630593419075012,0.3037426173686981
-0.38169917464256287,0.15866489708423615
-0.37667325139045715,0.03195673227310181
-0.35535287857055664,-0.08078841120004654
-0.3180834949016571,-0.18990440666675568
-0.26577028632164,-0.28856968879699707
-0.20679549872875214,-0.365448921918869
-0.15084712207317352,-0.4177832305431366
-0.10322533547878265,-0.450090229511261
-0.06467171758413315,-0.46919679641723633
-0.03264855593442917,-0.48081913590431213
