Neuton-ExtraBold,O
RedHatMono-Italic[wght],O
0.12072725594043732,-0.5856220722198486
0.14793352782726288,-0.591577410697937
0.20252670347690582,-0.5827201008796692
0.27413228154182434,-0.5551003217697144
0.3399047553539276,-0.5097425580024719
0.3974999785423279,-0.442734032869339
0.4440770745277405,-0.3471987247467041
0.4708878993988037,-0.22601072490215302
0.4734174609184265,-0.09386460483074188
0.4537045359611511,0.05001109465956688
0.4158206880092621,0.19103680551052094
0.3606621026992798,0.3184835612773895
0.28500252962112427,0.4361107647418976
0.18478071689605713,0.5366330742835999
0.061063501983881,0.6021758317947388
-0.05829369276762009,0.6263196468353271
-0.16278529167175293,0.6083543300628662
-0.25618651509284973,0.5520713329315186
-0.3282364308834076,0.4610462486743927
-0.37449172139167786,0.327780544757843
-0.39225730299949646,0.1776970773935318
-0.3835099935531616,0.040601518005132675
-0.3560778796672821,-0.08980920165777206
-0.31266239285469055,-0.21859678626060486
-0.2510041892528534,-0.3342594802379608
-0.17889773845672607,-0.4264512062072754
-0.11216672509908676,-0.4902978837490082
-0.058959539979696274,-0.5292664766311646
-0.01758125238120556,-0.5520575046539307
0.017310520634055138,-0.5660607814788818
