Neuton-ExtraBold,O
RedHatMono-Italic[wght],O
0.11497334390878677,-0.5706746578216553
0.13635697960853577,-0.5754655599594116
0.19198273122310638,-0.5668233633041382
0.26393944025039673,-0.5404573082923889
0.32930099964141846,-0.49671193957328796
0.38630211353302,-0.431037575006485
0.4330075681209564,-0.33640193939208984
0.46086132526397705,-0.21606875956058502
0.4646117091178894,-0.08418513089418411
0.4460388422012329,0.059127327054739
0.40943801403045654,0.19893907010555267
0.35591089725494385,0.3251156806945801
0.2824096381664276,0.4405209422111511
0.18517453968524933,0.5376853942871094
0.06449238210916519,0.6003764271736145
-0.05384454131126404,0.6236910223960876
-0.15827350318431854,0.6057701706886292
-0.25182870030403137,0.550001859664917
-0.3244575560092926,0.45976412296295166
-0.3715701103210449,0.3276442885398865
-0.3904396593570709,0.17832592129707336
-0.38296765089035034,0.04290291666984558
-0.35719189047813416,-0.08445897698402405
-0.31543976068496704,-0.2104388028383255
-0.25576886534690857,-0.3238835632801056
-0.18604786694049835,-0.4142109751701355
-0.12098505347967148,-0.4768074154853821
-0.06841381639242172,-0.5152104496955872
-0.027309121564030647,-0.5377373695373535
0.007079395465552807,-0.5515656471252441
