Neuton-ExtraBold,O
RedHatMono-Italic[wght],O
0.03588128462433815,-0.4129384160041809
0.04635244607925415,-0.4162670373916626
0.11460468173027039,-0.4004073441028595
0.19065365195274353,-0.36960718035697937
0.2551509737968445,-0.31395402550697327
0.31321191787719727,-0.22725489735603333
0.3598012328147888,-0.11316664516925812
0.38113123178482056,0.016241930425167084
0.37537992000579834,0.15576058626174927
0.3512483835220337,0.2821182608604431
0.3135150372982025,0.38639023900032043
0.26172834634780884,0.4735700488090515
0.19765233993530273,0.537287712097168
0.11913633346557617,0.5753082633018494
0.02285854145884514,0.5954095721244812
-0.08066358417272568,0.591185450553894
-0.17772801220417023,0.553401529788971
-0.26045045256614685,0.48250406980514526
-0.32060784101486206,0.37886756658554077
-0.3575345575809479,0.2411925345659256
-0.3716122508049011,0.10430427640676498
-0.3657948970794678,-0.007854829542338848
-0.34333696961402893,-0.10139280557632446
-0.3076995313167572,-0.18657387793064117
-0.2639705538749695,-0.2610709071159363
-0.2175971120595932,-0.3179236352443695
-0.17261436581611633,-0.35628771781921387
-0.13217997550964355,-0.38000744581222534
-0.09785762429237366,-0.39397233724594116
-0.06875894218683243,-0.4022202491760254
