Neuton-ExtraBold,O
RedHatMono-Italic[wght],O
0.07344482094049454,-0.475212037563324
0.07468833029270172,-0.48021823167800903
0.13878820836544037,-0.4698747992515564
0.2129921317100525,-0.44479086995124817
0.2762576639652252,-0.40082818269729614
0.331987202167511,-0.330985426902771
0.37988725304603577,-0.2291652113199234
0.40946146845817566,-0.10689161717891693
0.41303372383117676,0.029640967026352882
0.3939215838909149,0.1701231151819229
0.3585430979728699,0.2957233488559723
0.3077891767024994,0.40448257327079773
0.2405707985162735,0.4963151216506958
0.1552044302225113,0.5612438321113586
0.05084317922592163,0.5987594723701477
-0.05796663835644722,0.6079020500183105
-0.15914297103881836,0.5811585187911987
-0.24888397753238678,0.5199347138404846
-0.31751516461372375,0.4252476692199707
-0.361504465341568,0.2914152145385742
-0.37913379073143005,0.1477963775396347
-0.3743155300617218,0.023959696292877197
-0.35333892703056335,-0.08436109870672226
-0.3165917992591858,-0.1879035085439682
-0.2661719024181366,-0.2812501788139343
-0.21019653975963593,-0.35344505310058594
-0.1569257229566574,-0.40227025747299194
-0.11100387573242188,-0.4323806166648865
-0.07342719286680222,-0.450188010931015
-0.042121902108192444,-0.46096789836883545
