Neuton-ExtraBold,O
RedHatMono-Italic[wght],O
0.0617557168006897,-0.45404502749443054
0.0640062540769577,-0.4592137038707733
0.12956790626049042,-0.4474862813949585
0.20437011122703552,-0.42124831676483154
0.26769810914993286,-0.37465789914131165
0.3239864408969879,-0.3006167411804199
0.37203603982925415,-0.19483941793441772
0.40014874935150146,-0.07070815563201904
0.4013630151748657,0.06739398837089539
0.3806177079677582,0.2052595466375351
0.34451204538345337,0.3251076936721802
0.2934098243713379,0.42734333872795105
0.22709675133228302,0.5111228227615356
0.14399917423725128,0.5669119954109192
0.04276987165212631,0.5983964204788208
-0.06406006217002869,0.6032418012619019
-0.1640731543302536,0.5731469392776489
-0.2519291639328003,0.5091454386711121
-0.31819069385528564,0.4118126630783081
-0.3600470721721649,0.2765701413154602
-0.37653636932373047,0.1346753090620041
-0.3717538118362427,0.014163623563945293
-0.35067006945610046,-0.08939071744680405
-0.3142698109149933,-0.18696971237659454
-0.2658776342868805,-0.2743990123271942
-0.21302464604377747,-0.34156540036201477
-0.16250556707382202,-0.38676419854164124
-0.11838534474372864,-0.4146118760108948
-0.08187249302864075,-0.4310646653175354
-0.05131607502698898,-0.44096076488494873
