BarlowSemiCondensed-Thin,K
IBMPlexSans-ExtraLightItalic,K
0.36278560757637024,0.6195104122161865
-0.036047302186489105,-0.102932870388031
0.27290618419647217,-0.525780439376831
0.32279714941978455,-0.5758278369903564
0.27121108770370483,-0.5328595042228699
0.2358919233083725,-0.483100026845932
0.18755953013896942,-0.4045540988445282
0.11352438479661942,-0.30735787749290466
0.028608612716197968,-0.1961677521467209
-0.03837868943810463,-0.08364623785018921
-0.09376832842826843,-0.006384800188243389
-0.1543705016374588,0.029831765219569206
-0.2181921750307083,0.05533304437994957
-0.24880889058113098,0.10531381517648697
-0.25582155585289,0.22747278213500977
-0.2581769824028015,0.4000750184059143
-0.25832599401474,0.5233712196350098
-0.25756481289863586,0.5729849338531494
-0.2579091489315033,0.5817581415176392
-0.2582836151123047,0.5697099566459656
-0.2588922679424286,0.5412206649780273
-0.2587999105453491,0.4850529134273529
-0.25706472992897034,0.37910452485084534
-0.25518327951431274,0.190187007188797
-0.2551993727684021,-0.077633798122406
-0.25536656379699707,-0.3110802173614502
-0.255179762840271,-0.43955913186073303
-0.2574620246887207,-0.4959394633769989
-0.25894421339035034,-0.5206241607666016
-0.2575605511665344,-0.5337331295013428
