BarlowSemiCondensed-Thin,K
IBMPlexSans-ExtraLightItalic,K
0.36313337087631226,0.6215431690216064
-0.03192705288529396,-0.10142786055803299
0.29275092482566833,-0.5260621309280396
0.34805014729499817,-0.576250433921814
0.2921903133392334,-0.5320836901664734
0.25438982248306274,-0.48337286710739136
0.20408019423484802,-0.405661016702652
0.12790483236312866,-0.3096983730792999
0.04001946747303009,-0.20055437088012695
-0.029660744592547417,-0.08875831961631775
-0.0865568071603775,-0.009276410564780235
-0.1461804360151291,0.02803136594593525
-0.21280063688755035,0.052292220294475555
-0.24962706863880157,0.0959039255976677
-0.2593686878681183,0.20817343890666962
-0.2629234194755554,0.3808611035346985
-0.264229953289032,0.5145182609558105
-0.2640097141265869,0.5706889629364014
-0.26462119817733765,0.5822610855102539
-0.26464369893074036,0.5716679096221924
-0.2645997107028961,0.545459508895874
-0.2640219032764435,0.4940848648548126
-0.2616962790489197,0.39649829268455505
-0.25859737396240234,0.21987278759479523
-0.2569958567619324,-0.044322699308395386
-0.25573891401290894,-0.29058894515037537
-0.25412729382514954,-0.43108224868774414
-0.2550024688243866,-0.4927305281162262
-0.2546454668045044,-0.5190215706825256
-0.25012409687042236,-0.5326052308082581
