BarlowSemiCondensed-Thin,K
IBMPlexSans-ExtraLightItalic,K
0.3626713454723358,0.6226915121078491
-0.027316497638821602,-0.09945682436227798
0.3133680522441864,-0.5263448357582092
0.374067097902298,-0.576690137386322
0.31370773911476135,-0.531239926815033
0.2732774019241333,-0.48339781165122986
0.2207947075366974,-0.4062659740447998
0.142384335398674,-0.3112134039402008
0.05166977271437645,-0.2037307769060135
-0.020702648907899857,-0.09265320748090744
-0.07931018620729446,-0.011425217613577843
-0.13853295147418976,0.027041561901569366
-0.2066841721534729,0.05064036697149277
-0.2501177191734314,0.08937911689281464
-0.26421406865119934,0.1913449466228485
-0.2712351381778717,0.3607945442199707
-0.27549126744270325,0.50384920835495
-0.27693095803260803,0.5672992467880249
-0.2782565951347351,0.5817396640777588
-0.2777637839317322,0.5722963809967041
-0.27650049328804016,0.5474323034286499
-0.2747057378292084,0.4985364079475403
-0.271049827337265,0.4046544134616852
-0.26559364795684814,0.23730826377868652
-0.2600126564502716,-0.015009598806500435
-0.25365763902664185,-0.2649693787097931
-0.24671004712581635,-0.4173414409160614
-0.24127011001110077,-0.48734724521636963
-0.23414546251296997,-0.5181729197502136
-0.22416359186172485,-0.5346058011054993
