BarlowSemiCondensed-Thin,K
IBMPlexSans-ExtraLightItalic,K
0.3475280702114105,0.6146203875541687
0.018997671082615852,-0.06941456347703934
0.46200671792030334,-0.5228872895240784
0.5634363889694214,-0.5817593336105347
0.47489845752716064,-0.5267004370689392
0.4149017930030823,-0.4795551002025604
0.34135115146636963,-0.3983004093170166
0.24015602469444275,-0.3003910779953003
0.13224011659622192,-0.1928834319114685
0.04213514178991318,-0.08184440433979034
-0.03072284907102585,-0.004215137101709843
-0.09812802821397781,0.03126081824302673
-0.17159639298915863,0.05121428519487381
-0.2429901361465454,0.07870044559240341
-0.28412020206451416,0.15050862729549408
-0.3183133602142334,0.3088192045688629
-0.3482871353626251,0.48046040534973145
-0.3698364496231079,0.5703625679016113
-0.380664199590683,0.5949080586433411
-0.37424933910369873,0.5838332176208496
-0.3614836037158966,0.5528774261474609
-0.34724730253219604,0.48854970932006836
-0.3280554711818695,0.36464688181877136
-0.29738959670066833,0.19466395676136017
-0.2593495547771454,-0.01707608811557293
-0.22148659825325012,-0.2578989267349243
-0.19156840443611145,-0.4318137764930725
-0.1737779825925827,-0.5107377171516418
-0.163477823138237,-0.5410782694816589
-0.15453940629959106,-0.5544691681861877
