BarlowSemiCondensed-Thin,K
IBMPlexSans-ExtraLightItalic,K
0.3574330508708954,0.6218552589416504
-0.010079072788357735,-0.09020330756902695
0.37837859988212585,-0.5266013145446777
0.4556092619895935,-0.5784143805503845
0.381933331489563,-0.5290128588676453
0.3328516185283661,-0.4827215075492859
0.2725986838340759,-0.40575867891311646
0.18635044991970062,-0.31145545840263367
0.08773740381002426,-0.2064877152442932
0.007157337851822376,-0.09656458348035812
-0.05733862891793251,-0.01327996514737606
-0.11839229613542557,0.026811206713318825
-0.18719539046287537,0.04918310046195984
-0.2464677393436432,0.0802655965089798
-0.2743176519870758,0.16100993752479553
-0.2949300706386566,0.31856870651245117
-0.3119353950023651,0.47895547747612
-0.32216790318489075,0.5617793202400208
-0.32745519280433655,0.5841999053955078
-0.32532036304473877,0.5762574672698975
-0.3192445635795593,0.5498529672622681
-0.3119460344314575,0.4934852421283722
-0.3009820282459259,0.3820245862007141
-0.2823362350463867,0.2150651514530182
-0.2572357654571533,0.005964417010545731
-0.23219633102416992,-0.22620318830013275
-0.21163122355937958,-0.40372326970100403
-0.19827236235141754,-0.4927307963371277
-0.1901828497648239,-0.5296701788902283
-0.18381306529045105,-0.5463139414787292
