BarlowSemiCondensed-Thin,K
IBMPlexSans-ExtraLightItalic,K
0.3498922884464264,0.6167804598808289
0.011534015648066998,-0.07522472739219666
0.44251540303230286,-0.5242334604263306
0.5377955436706543,-0.580710768699646
0.452483206987381,-0.5270909070968628
0.3949563503265381,-0.480485737323761
0.324919193983078,-0.4007527530193329
0.22781875729560852,-0.3040955662727356
0.12202683836221695,-0.19774474203586578
0.03392869606614113,-0.08707090467214584
-0.036948394030332565,-0.007270219270139933
-0.10266381502151489,0.02982732281088829
-0.1743689626455307,0.05036543682217598
-0.24306398630142212,0.07833097875118256
-0.2811407446861267,0.15123555064201355
-0.31189388036727905,0.30823981761932373
-0.338763564825058,0.47800448536872864
-0.35718774795532227,0.567540168762207
-0.3665260076522827,0.5919284820556641
-0.3617709279060364,0.5819714069366455
-0.3508951961994171,0.552628755569458
-0.3384864330291748,0.4913637340068817
-0.32167598605155945,0.3720552325248718
-0.29451337456703186,0.20452527701854706
-0.259979784488678,-0.003292623208835721
-0.225561261177063,-0.24134182929992676
-0.1979261189699173,-0.4202209413051605
-0.18094967305660248,-0.5046708583831787
-0.17113614082336426,-0.5377311706542969
-0.16304105520248413,-0.5522305369377136
