Amethysta-Regular,X
Barlow-Bold,X
0.4955604076385498,0.6459205150604248
-0.005675888154655695,0.004172908142209053
0.4110477864742279,-0.6127592921257019
0.5438228845596313,-0.6112229228019714
0.23151271045207977,-0.6198517084121704
0.38637226819992065,-0.5855871438980103
0.32453837990760803,-0.47500887513160706
0.19308514893054962,-0.2665208876132965
-0.026436462998390198,0.026185035705566406
-0.24565911293029785,0.32723310589790344
-0.3697281777858734,0.5408569574356079
-0.4618282914161682,0.6092724800109863
-0.5558000206947327,0.6210589408874512
-0.44667482376098633,0.5883187055587769
-0.2725258767604828,0.6061751246452332
-0.2497650682926178,0.6173202991485596
-0.39110997319221497,0.5839138627052307
-0.3242189586162567,0.4519423246383667
-0.1595887541770935,0.20268592238426208
-0.020365437492728233,0.030893737450242043
-0.009746315889060497,-0.04152188450098038
-0.09878826886415482,-0.15151764452457428
-0.22176474332809448,-0.34571129083633423
-0.3207007646560669,-0.5240892767906189
-0.3982350528240204,-0.5947970747947693
-0.5176181793212891,-0.6156406402587891
-0.5416656732559204,-0.6168844699859619
-0.35911086201667786,-0.5843214988708496
-0.23125702142715454,-0.6021759510040283
-0.17705285549163818,-0.6228570938110352
