Amethysta-Regular,X
Barlow-Bold,X
0.47363460063934326,0.6463241577148438
-0.0009638738702051342,0.007090997416526079
0.3950026333332062,-0.588497519493103
0.5114443898200989,-0.5931708812713623
0.2391604334115982,-0.5988882780075073
0.3782617151737213,-0.5649995803833008
0.31353557109832764,-0.45570096373558044
0.1847059428691864,-0.2516487240791321
-0.024663764983415604,0.0315769799053669
-0.23365934193134308,0.32305851578712463
-0.35867416858673096,0.532911479473114
-0.4390573799610138,0.6056793928146362
-0.5364197492599487,0.6185327768325806
-0.4497360587120056,0.5917956233024597
-0.28769397735595703,0.5985662937164307
-0.2769198417663574,0.6072179675102234
-0.385102778673172,0.5685175061225891
-0.2917526364326477,0.4164024591445923
-0.13654248416423798,0.17743739485740662
-0.014218865893781185,0.028367867693305016
-0.00922017265111208,-0.0317656472325325
-0.08700048923492432,-0.1275782436132431
-0.19779925048351288,-0.29953858256340027
-0.2964114248752594,-0.47533300518989563
-0.3644048273563385,-0.5673567056655884
-0.46099853515625,-0.5967016220092773
-0.5308250784873962,-0.6065621972084045
-0.4338924288749695,-0.5840222239494324
-0.27986544370651245,-0.5774606466293335
-0.20943808555603027,-0.6003464460372925
