Amethysta-Regular,X
Barlow-Bold,X
0.4527035355567932,0.6463183164596558
0.0017700176686048508,0.012379948981106281
0.3786531984806061,-0.5618680119514465
0.47416359186172485,-0.5789851546287537
0.268326073884964,-0.5715827941894531
0.3630006015300751,-0.5378679633140564
0.2979605495929718,-0.43003490567207336
0.17026090621948242,-0.22949329018592834
-0.027905218303203583,0.044282276183366776
-0.22400298714637756,0.32392165064811707
-0.3462862968444824,0.5263065695762634
-0.4187662899494171,0.6022847890853882
-0.5146588683128357,0.6170920133590698
-0.4481777548789978,0.595676064491272
-0.31358182430267334,0.592941164970398
-0.3275350034236908,0.5937235355377197
-0.3525925576686859,0.5318021774291992
-0.23757055401802063,0.34711936116218567
-0.096873939037323,0.1324920803308487
-0.00491321412846446,0.019565243273973465
-0.014040938578546047,-0.02876705303788185
-0.08310548961162567,-0.11505327373743057
-0.18034642934799194,-0.26543641090393066
-0.2727035582065582,-0.42731961607933044
-0.33511900901794434,-0.527817964553833
-0.3999273478984833,-0.5708314180374146
-0.48195624351501465,-0.5877211093902588
-0.48990559577941895,-0.586661696434021
-0.373313307762146,-0.5640395879745483
-0.26795467734336853,-0.5696855783462524
