Amethysta-Regular,X
Barlow-Bold,X
0.4808880388736725,0.6462170481681824
-0.0024158312007784843,0.005870896857231855
0.40025267004966736,-0.5968775153160095
0.5227950215339661,-0.5992308855056763
0.2356174737215042,-0.6064355373382568
0.3812849819660187,-0.5723685622215271
0.31736835837364197,-0.46254825592041016
0.1876250058412552,-0.25687175989151
-0.025274835526943207,0.029671484604477882
-0.23783810436725616,0.3245564103126526
-0.36260759830474854,0.5357269644737244
-0.4466686248779297,0.6069632172584534
-0.5431984663009644,0.6194053888320923
-0.44882136583328247,0.5905805230140686
-0.2821215093135834,0.6012487411499023
-0.26608309149742126,0.6108860969543457
-0.38858917355537415,0.5746777057647705
-0.3041653633117676,0.43025562167167664
-0.14531612396240234,0.1871890425682068
-0.01652909629046917,0.029739484190940857
-0.009051122702658176,-0.034438397735357285
-0.09043092280626297,-0.1347299963235855
-0.20546789467334747,-0.31420621275901794
-0.3047303259372711,-0.49222999811172485
-0.37513893842697144,-0.5778661966323853
-0.48128730058670044,-0.6035391092300415
-0.5382072329521179,-0.6108267903327942
-0.4061501622200012,-0.5828172564506531
-0.2593435049057007,-0.5857691764831543
-0.1968579739332199,-0.6088437438011169
