Amethysta-Regular,X
Barlow-Bold,X
0.45952174067497253,0.6463897228240967
0.0012404093286022544,0.010342497378587723
0.3844987154006958,-0.5709270238876343
0.4870457053184509,-0.5822352170944214
0.25297632813453674,-0.5817302465438843
0.37001141905784607,-0.5481652021408081
0.30447152256965637,-0.43999311327934265
0.17706690728664398,-0.2390076071023941
-0.02484840713441372,0.037425968796014786
-0.2258261740207672,0.32125332951545715
-0.3501704931259155,0.527412474155426
-0.42445072531700134,0.6030869483947754
-0.5218914747238159,0.6171054840087891
-0.45004743337631226,0.5943903923034668
-0.30238887667655945,0.5937436819076538
-0.3063589930534363,0.5987511277198792
-0.3691369891166687,0.5495122671127319
-0.2601032257080078,0.378138929605484
-0.1137973889708519,0.1517893373966217
-0.008620145730674267,0.02370563894510269
-0.011234620586037636,-0.02852463163435459
-0.08260795474052429,-0.11680914461612701
-0.18445312976837158,-0.2739032208919525
-0.2797996997833252,-0.44173702597618103
-0.34419068694114685,-0.5417675971984863
-0.41895151138305664,-0.5805479288101196
-0.5024235248565674,-0.5949907898902893
-0.48045581579208374,-0.5871343612670898
-0.3379434645175934,-0.565583348274231
-0.24371546506881714,-0.5801728963851929
